Query,Impressions,Clicks,CTR,Avg_Position,Date,New
google mobile firendly test,2,0,0.0,6.0,01/06/2015,false
bulk check,2,0,0.0,11.0,01/06/2015,false
test mobile friendly website,2,0,0.0,10.0,01/06/2015,true
google frendly test,2,0,0.0,5.0,01/06/2015,false
http response checker,2,0,0.0,14.0,01/06/2015,false
check mobile friendly site,2,0,0.0,7.0,01/06/2015,false
friendly mobile,2,0,0.0,11.0,01/06/2015,false
google score website,2,0,0.0,9.5,01/06/2015,true
mobile friendy,2,0,0.0,11.0,01/06/2015,false
google mobile tester,2,0,0.0,8.5,01/06/2015,false
check website for mobile friendly,2,0,0.0,8.5,01/06/2015,false
mobile friendly testing tool google,2,0,0.0,5.5,01/06/2015,false
google moblie friendly test,2,0,0.0,5.5,01/06/2015,false
google check if mobile friendly,2,0,0.0,4.5,01/06/2015,false
tool google mobile,2,0,0.0,9.0,01/06/2015,true
mobile friendly website check,2,0,0.0,8.5,01/06/2015,false
responsiveness checker,2,0,0.0,19.0,01/06/2015,false
mobile friendly url,2,0,0.0,3.5,01/06/2015,false
google mobile freindly tool,2,0,0.0,6.5,01/06/2015,false
mobile frindly,2,0,0.0,8.0,01/06/2015,false
google responsive checker,2,0,0.0,10.0,01/06/2015,false
google check for mobile friendly,2,0,0.0,3.5,01/06/2015,false
google mobile friednly test,2,0,0.0,8.0,01/06/2015,false
mobile friedly test,2,0,0.0,8.5,01/06/2015,false
mobile firendly test,2,0,0.0,8.0,01/06/2015,false
test for mobile friendly,2,0,0.0,6.0,01/06/2015,false
test mobil friendly,2,0,0.0,8.0,01/06/2015,false
mobile friendly google tool,2,0,0.0,7.0,01/06/2015,false
check mobile friendliness,2,0,0.0,6.5,01/06/2015,false
mobile friendly site test,2,0,0.0,10.0,01/06/2015,false
google mobile friendly website test,2,0,0.0,7.5,01/06/2015,false
mobile google checker,2,0,0.0,4.5,01/06/2015,false
google mobile page check,2,0,0.0,6.5,01/06/2015,false
website mobile friendly checker,2,0,0.0,5.0,01/06/2015,false
google moble friendly test,2,0,0.0,7.0,01/06/2015,false
mobile freindly,2,0,0.0,9.5,01/06/2015,false
mobile friendly site checker,2,0,0.0,5.5,01/06/2015,false
mobile responsive checker,1,0,0.0,19.0,01/06/2015,false
google mobile testing tool,1,0,0.0,7.0,01/06/2015,false
google url checker,1,0,0.0,9.0,01/06/2015,false
test mobile friendly site,1,0,0.0,23.0,01/06/2015,false
website mobile friendly check,1,0,0.0,7.0,01/06/2015,false
check status code,1,0,0.0,48.0,01/06/2015,true
mobile url checker,1,0,0.0,6.0,01/06/2015,true
mobile friendlytest,1,0,0.0,10.0,01/06/2015,false
google friendly tool,1,0,0.0,7.0,01/06/2015,false
mobile site check,1,0,0.0,44.0,01/06/2015,false
google test for mobile friendly,1,0,0.0,8.0,01/06/2015,false
mobile friendliness check,1,0,0.0,4.0,01/06/2015,false
mobile friendliness tool,1,0,0.0,5.0,01/06/2015,false
check site on mobile,1,0,0.0,38.0,01/06/2015,false
google mobile frindly test,1,0,0.0,5.0,01/06/2015,false
mobile website checker,1,0,0.0,18.0,01/06/2015,false
url checker,1,0,0.0,46.0,01/06/2015,false
check mobile friendly website google,1,0,0.0,6.0,01/06/2015,false
mobile friendly test site,1,0,0.0,10.0,01/06/2015,true
check website mobile friendly google,1,0,0.0,7.0,01/06/2015,false
google mobile frinedly test,1,0,0.0,6.0,01/06/2015,false
google mobile friendly websites,1,0,0.0,46.0,01/06/2015,false
mobile friendly testing,1,0,0.0,8.0,01/06/2015,false
mobile checker google,1,0,0.0,2.0,01/06/2015,false
"""mobile-friendly""",1,0,0.0,7.0,01/06/2015,false
google mobile frindly,1,0,0.0,8.0,01/06/2015,false
test if site is mobile friendly,1,0,0.0,9.0,01/06/2015,false
moblie friendly test,1,0,0.0,7.0,01/06/2015,false
google results checker,1,0,0.0,48.0,01/06/2015,false
bulk mobile friendly test,1,0,0.0,1.0,01/06/2015,false
mobiel friendly,1,0,0.0,9.0,01/06/2015,false
google mobile frendly test,1,0,0.0,5.0,01/06/2015,false
http status checker bulk,1,0,0.0,3.0,01/06/2015,false
check mobile site google,1,0,0.0,9.0,01/06/2015,false
responsive checker google,1,0,0.0,9.0,01/06/2015,false
google friendly check,1,0,0.0,6.0,01/06/2015,false
mobile friendly page test,1,0,0.0,6.0,01/06/2015,false
google mobil friendly test,1,0,0.0,17.0,01/06/2015,false
http status codes,1,0,0.0,73.0,01/06/2015,false
mobile frienldy test,1,0,0.0,8.0,01/06/2015,false
google.mobile friendly test,1,0,0.0,6.0,01/06/2015,false
google mobile friendly website check,1,0,0.0,8.0,01/06/2015,false
google mobile friendly analyzer,1,0,0.0,3.0,01/06/2015,false
mobile responsive checker google,1,0,0.0,10.0,01/06/2015,false
google tool mobile friendly,1,0,0.0,6.0,01/06/2015,false
bulk http header response checker,1,0,0.0,5.0,01/06/2015,false
google mobile friendly test page,1,0,0.0,6.0,01/06/2015,false
mobile friendly checker tool,1,0,0.0,4.0,01/06/2015,false
code checker,1,0,0.0,83.0,01/06/2015,false
website mobile-friendly,1,0,0.0,29.0,01/06/2015,false
websites mobile friendly,1,0,0.0,40.0,01/06/2015,false
google website checker,1,0,0.0,27.0,01/06/2015,false
google mobile test tool,1,0,0.0,6.0,01/06/2015,false
mobilfriendly,1,0,0.0,16.0,01/06/2015,false
status code check,1,0,0.0,14.0,01/06/2015,false
google is mobile friendly,1,0,0.0,5.0,01/06/2015,false
mobile friendly test by google,1,0,0.0,8.0,01/06/2015,false
mobile bulk,1,0,0.0,12.0,01/06/2015,false
mobile freindly check,1,0,0.0,3.0,01/06/2015,false
mobile frinedly test,1,0,0.0,9.0,01/06/2015,false
mobily friendly test,1,0,0.0,8.0,01/06/2015,false
mobile-friendly tool,1,0,0.0,6.0,01/06/2015,false
mobile friendly pages,1,0,0.0,21.0,01/06/2015,false
mobile friendly cheker,1,0,0.0,4.0,01/06/2015,false
mobile-friendliness,1,0,0.0,10.0,01/06/2015,false
google mobile fiendly,1,0,0.0,10.0,01/06/2015,false
google mobile friendlt test,1,0,0.0,4.0,01/06/2015,false
seo redirect checker,1,0,0.0,100.0,01/06/2015,false
google bulk search,1,0,0.0,11.0,01/06/2015,false
google mobile test page,1,0,0.0,8.0,01/06/2015,false
google mobile analyzer,1,0,0.0,5.0,01/06/2015,false
mobile friedly,1,0,0.0,9.0,01/06/2015,false
google mobile friendly tools,1,0,0.0,7.0,01/06/2015,false
google mobile friendly test site,1,0,0.0,10.0,01/06/2015,true
google page checker,1,0,0.0,29.0,01/06/2015,false
google mobile checker tool,1,0,0.0,6.0,01/06/2015,false
gogle mobile friendly,1,0,0.0,11.0,01/06/2015,false
googlemobile test,1,0,0.0,6.0,01/06/2015,false
httpstatus,1,0,0.0,37.0,01/06/2015,false
мобайл френдли,1,0,0.0,10.0,01/06/2015,true
google mobile friedly,1,0,0.0,9.0,01/06/2015,false
mobile friendly testing tools,1,0,0.0,12.0,01/06/2015,false
google mobile friendliness,1,0,0.0,9.0,01/06/2015,false
response checker,1,0,0.0,30.0,01/06/2015,false
mobile website checker google,1,0,0.0,6.0,01/06/2015,false
test google friendly,1,0,0.0,9.0,01/06/2015,false
google mobile frienly test,1,0,0.0,7.0,01/06/2015,false
google test page mobile,1,0,0.0,6.0,01/06/2015,false
google mobile-friendliness,1,0,0.0,10.0,01/06/2015,true
tool google mobile friendly,1,0,0.0,7.0,01/06/2015,false
mobile frienly test,1,0,0.0,8.0,01/06/2015,false
mobile friendly tets,1,0,0.0,7.0,01/06/2015,false
http status code checker,1,0,0.0,11.0,01/06/2015,false
mobile page checker,1,0,0.0,8.0,01/06/2015,false
check if mobile friendly,1,0,0.0,5.0,01/06/2015,false
google mobil checker,1,0,0.0,4.0,01/06/2015,false
mobile friendlyness,1,0,0.0,9.0,01/06/2015,false
google mobile friendly tes,1,0,0.0,5.0,01/06/2015,false
mobile freindly test google,1,0,0.0,7.0,01/06/2015,false
google mobile freindly checker,1,0,0.0,5.0,01/06/2015,false
google’s mobile-friendly test,1,0,0.0,8.0,01/06/2015,false
test site mobile friendly,1,0,0.0,10.0,01/06/2015,false
google check,1,0,0.0,82.0,01/06/2015,false
tool mobile friendly,1,0,0.0,7.0,01/06/2015,false
bulk http checker,1,0,0.0,4.0,01/06/2015,false
googlemobile friendly test,1,0,0.0,5.0,01/06/2015,false
mobile site check google,1,0,0.0,10.0,01/06/2015,false
tools mobile friendly,1,0,0.0,9.0,01/06/2015,false
mobile friendly test,1456,3,0.0021,8.3,02/06/2015,false
urlitor,5,3,0.6,1.0,02/06/2015,false
bulk status code checker,4,3,0.75,4.0,02/06/2015,false
google mobile friendly,926,2,0.0022,9.3,02/06/2015,false
google mobile check,116,2,0.0172,6.4,02/06/2015,false
check mobile friendly,36,1,0.0278,6.0,02/06/2015,false
google mobile friendly check,31,1,0.0323,5.4,02/06/2015,false
google mobile-friendly,10,1,0.1,11.0,02/06/2015,false
mobile friendly website checker,8,1,0.125,5.6,02/06/2015,false
http status code checker,8,1,0.125,12.0,02/06/2015,false
mobile friendly website test,6,1,0.1667,8.8,02/06/2015,false
check if site is mobile friendly,4,1,0.25,6.8,02/06/2015,false
mobile friendly score,3,1,0.3333,3.3,02/06/2015,false
mobile friendly tools,3,1,0.3333,8.3,02/06/2015,false
google mobile friendly score,2,1,0.5,3.5,02/06/2015,false
check http status code,1,1,1.0,21.0,02/06/2015,false
google mobile friendly test,643,0,0.0,6.4,02/06/2015,false
mobile friendly,246,0,0.0,7.7,02/06/2015,false
google mobile checker,94,0,0.0,3.8,02/06/2015,false
mobile friendly test google,48,0,0.0,6.7,02/06/2015,false
mobile-friendly test,43,0,0.0,8.3,02/06/2015,false
test mobile friendly,41,0,0.0,8.0,02/06/2015,false
mobile friendly checker,38,0,0.0,4.0,02/06/2015,false
google check mobile friendly,35,0,0.0,4.5,02/06/2015,false
google friendly test,35,0,0.0,7.8,02/06/2015,false
google mobile friendly tool,33,0,0.0,7.3,02/06/2015,false
google mobile friendly checker,30,0,0.0,3.8,02/06/2015,false
mobile friendly tool,25,0,0.0,7.3,02/06/2015,false
http status checker,24,0,0.0,7.2,02/06/2015,false
google friendly,24,0,0.0,8.9,02/06/2015,false
google mobile tool,23,0,0.0,7.3,02/06/2015,false
mobile-friendly,22,0,0.0,8.5,02/06/2015,false
mobile friendly check,19,0,0.0,5.0,02/06/2015,false
google mobile-friendly test,19,0,0.0,6.6,02/06/2015,false
mobilefriendly,19,0,0.0,7.7,02/06/2015,false
google test mobile friendly,17,0,0.0,6.9,02/06/2015,false
google mobile friendly tester,15,0,0.0,5.9,02/06/2015,false
mobile check google,14,0,0.0,5.6,02/06/2015,false
mobile friendly check google,12,0,0.0,3.4,02/06/2015,false
google check mobile,12,0,0.0,4.6,02/06/2015,false
mobile-friendly test google,11,0,0.0,6.5,02/06/2015,false
mobile friendly google test,11,0,0.0,6.6,02/06/2015,false
check google mobile friendly,10,0,0.0,3.9,02/06/2015,false
mobilefriendly test,10,0,0.0,8.6,02/06/2015,false
mobile friendly tester,10,0,0.0,8.3,02/06/2015,false
bulk url checker,10,0,0.0,11.0,02/06/2015,false
test google mobile friendly,10,0,0.0,6.7,02/06/2015,false
google mobile friendly test tool,10,0,0.0,7.4,02/06/2015,false
google mobile,10,0,0.0,31.0,02/06/2015,false
google mobile website checker,9,0,0.0,6.6,02/06/2015,false
redirect checker,9,0,0.0,41.0,02/06/2015,false
check mobile friendly google,9,0,0.0,4.1,02/06/2015,false
google mobile site checker,9,0,0.0,7.8,02/06/2015,false
friendly test,9,0,0.0,5.3,02/06/2015,false
bulk redirect checker,8,0,0.0,4.8,02/06/2015,false
mobile friendly checker google,8,0,0.0,3.3,02/06/2015,false
mobile friendliness,8,0,0.0,8.1,02/06/2015,false
mobile checker,8,0,0.0,8.3,02/06/2015,false
mobile friendly test tool,7,0,0.0,9.3,02/06/2015,false
google mobile freindly test,7,0,0.0,6.9,02/06/2015,false
check mobile google,6,0,0.0,6.7,02/06/2015,false
mobile friendly testing tool,6,0,0.0,7.7,02/06/2015,false
mobile friendliness test,6,0,0.0,7.3,02/06/2015,false
google mobile friendly website checker,6,0,0.0,8.2,02/06/2015,false
google's mobile friendly test,6,0,0.0,8.7,02/06/2015,false
google mobiel friendly test,6,0,0.0,8.2,02/06/2015,false
test mobile friendly google,6,0,0.0,5.8,02/06/2015,false
mobil friendly test,6,0,0.0,16.0,02/06/2015,false
http status codes,5,0,0.0,110.0,02/06/2015,false
google mobile score,5,0,0.0,4.4,02/06/2015,false
mobile frendly test,5,0,0.0,7.0,02/06/2015,false
mobile responsive checker,4,0,0.0,30.0,02/06/2015,false
bulk url redirect checker,4,0,0.0,6.5,02/06/2015,false
check if website is mobile friendly,4,0,0.0,7.5,02/06/2015,false
mobile checker google,4,0,0.0,4.5,02/06/2015,false
googles mobile friendly test,4,0,0.0,7.5,02/06/2015,false
mobile test friendly,4,0,0.0,7.8,02/06/2015,false
mobile google check,4,0,0.0,4.8,02/06/2015,false
responsive checker google,4,0,0.0,9.8,02/06/2015,false
check mobile friendly websites,4,0,0.0,9.8,02/06/2015,false
bulk http status checker,4,0,0.0,2.3,02/06/2015,false
mobile freindly test,4,0,0.0,7.5,02/06/2015,false
mobile firendly test,4,0,0.0,8.3,02/06/2015,false
mobile friendly google tool,4,0,0.0,5.3,02/06/2015,false
google friendly mobile test,4,0,0.0,9.0,02/06/2015,false
mobile frendly,4,0,0.0,7.0,02/06/2015,false
https status checker,3,0,0.0,6.7,02/06/2015,false
site mobile friendly,3,0,0.0,36.0,02/06/2015,false
google mobile friendy,3,0,0.0,9.3,02/06/2015,false
google mobile friendly testing tool,3,0,0.0,7.0,02/06/2015,false
mobile friendly testing,3,0,0.0,7.7,02/06/2015,false
check website mobile friendly,3,0,0.0,7.0,02/06/2015,false
friendly mobile test,3,0,0.0,8.7,02/06/2015,false
google tool mobile friendly,3,0,0.0,7.3,02/06/2015,false
mobile friendly tests,3,0,0.0,10.0,02/06/2015,false
mobile friendly tes,3,0,0.0,8.0,02/06/2015,false
google mobile friendliness test,3,0,0.0,7.3,02/06/2015,false
google mobile responsive checker,3,0,0.0,7.3,02/06/2015,false
google mobile analyzer,3,0,0.0,7.7,02/06/2015,false
website mobile friendly,3,0,0.0,36.0,02/06/2015,false
check site mobile friendly,3,0,0.0,6.7,02/06/2015,false
mobile friendly google,3,0,0.0,14.0,02/06/2015,false
google mobil check,3,0,0.0,7.0,02/06/2015,false
website mobile friendly checker,3,0,0.0,5.7,02/06/2015,false
check for mobile friendly,3,0,0.0,5.7,02/06/2015,false
mobile freindly,3,0,0.0,5.7,02/06/2015,false
mobile friendly site checker,3,0,0.0,6.0,02/06/2015,false
http status check,2,0,0.0,9.0,02/06/2015,false
google mobile frendly,2,0,0.0,8.5,02/06/2015,false
google mobile friendlt,2,0,0.0,10.0,02/06/2015,true
google friendly tool,2,0,0.0,6.0,02/06/2015,false
google mobile test friendly,2,0,0.0,6.0,02/06/2015,false
google check site mobile,2,0,0.0,6.0,02/06/2015,false
friendly google,2,0,0.0,6.5,02/06/2015,false
mobile website checker,2,0,0.0,17.0,02/06/2015,false
test website for mobile friendly,2,0,0.0,8.0,02/06/2015,false
mobilefriendlytest,2,0,0.0,8.5,02/06/2015,false
mobil check google,2,0,0.0,5.0,02/06/2015,false
mobile-friendly-test,2,0,0.0,9.0,02/06/2015,false
mobiel friendly test,2,0,0.0,9.5,02/06/2015,false
google mobile website check,2,0,0.0,9.5,02/06/2015,false
"""mobile-friendly""",2,0,0.0,6.0,02/06/2015,false
google mobile friendly testing,2,0,0.0,6.5,02/06/2015,false
google mobile frindly,2,0,0.0,10.0,02/06/2015,false
how to check mobile friendly website,2,0,0.0,10.0,02/06/2015,false
google mobile friendly site checker,2,0,0.0,6.5,02/06/2015,false
http status checker bulk,2,0,0.0,4.0,02/06/2015,false
bulk checker,2,0,0.0,18.0,02/06/2015,false
google friendly check,2,0,0.0,4.0,02/06/2015,false
mobile responsive checker google,2,0,0.0,8.5,02/06/2015,false
google mobile firendly test,2,0,0.0,6.0,02/06/2015,false
google frendly test,2,0,0.0,5.5,02/06/2015,false
check mobile friendly website,2,0,0.0,8.0,02/06/2015,false
google mobile friendly tet,2,0,0.0,7.0,02/06/2015,false
google mobile friendl test,2,0,0.0,5.5,02/06/2015,false
response code checker,2,0,0.0,13.0,02/06/2015,false
urlscore,2,0,0.0,46.0,02/06/2015,false
google friendly mobile,2,0,0.0,9.0,02/06/2015,false
google mobile tester,2,0,0.0,9.0,02/06/2015,false
bulk 301 redirect checker,2,0,0.0,9.5,02/06/2015,false
mobile-friendly tool,2,0,0.0,4.5,02/06/2015,false
google moblie friendly test,2,0,0.0,6.0,02/06/2015,false
status checker,2,0,0.0,27.0,02/06/2015,false
moblie friendly,2,0,0.0,6.0,02/06/2015,false
mobile-friendliness,2,0,0.0,9.0,02/06/2015,false
http status codes checker,2,0,0.0,10.0,02/06/2015,false
google check for mobile friendly,2,0,0.0,5.5,02/06/2015,false
mobile friednly test,2,0,0.0,9.0,02/06/2015,false
movile friendly,2,0,0.0,8.0,02/06/2015,false
google bulk,2,0,0.0,10.0,02/06/2015,false
google mobile friendly tets,2,0,0.0,6.0,02/06/2015,false
mobile friendly site test,2,0,0.0,20.0,02/06/2015,false
bulk header checker,2,0,0.0,6.0,02/06/2015,false
check if mobile friendly,2,0,0.0,7.5,02/06/2015,false
mobile google checker,2,0,0.0,5.0,02/06/2015,false
google mobile friendly tes,2,0,0.0,6.5,02/06/2015,false
google mobile friendy test,2,0,0.0,6.0,02/06/2015,false
google website mobile friendly test,2,0,0.0,9.5,02/06/2015,false
google checker,2,0,0.0,17.0,02/06/2015,false
google mobile check tool,2,0,0.0,6.5,02/06/2015,false
google mobile cheker,1,0,0.0,4.0,02/06/2015,false
mobile friendly google checker,1,0,0.0,2.0,02/06/2015,false
google mobile testing tool,1,0,0.0,9.0,02/06/2015,false
google url checker,1,0,0.0,10.0,02/06/2015,false
http response code checker,1,0,0.0,10.0,02/06/2015,false
mobile score google,1,0,0.0,4.0,02/06/2015,false
mobile friendlytest,1,0,0.0,7.0,02/06/2015,false
mobile site check,1,0,0.0,47.0,02/06/2015,false
google test for mobile friendly,1,0,0.0,10.0,02/06/2015,false
mobile friendliness check,1,0,0.0,4.0,02/06/2015,false
google mobile freindly,1,0,0.0,8.0,02/06/2015,false
tes mobile friendly,1,0,0.0,12.0,02/06/2015,false
mobile test tool google,1,0,0.0,8.0,02/06/2015,true
mobile friendly tool google,1,0,0.0,6.0,02/06/2015,false
header response checker,1,0,0.0,16.0,02/06/2015,false
google’s mobile friendly test tool,1,0,0.0,6.0,02/06/2015,false
http checker,1,0,0.0,10.0,02/06/2015,false
test mobile-friendly,1,0,0.0,7.0,02/06/2015,false
check site on mobile,1,0,0.0,39.0,02/06/2015,false
google check site mobile friendly,1,0,0.0,6.0,02/06/2015,false
google movile friendly,1,0,0.0,10.0,02/06/2015,true
mobile friendly tst,1,0,0.0,10.0,02/06/2015,false
google mobile site check,1,0,0.0,8.0,02/06/2015,false
how to check if website is mobile friendly,1,0,0.0,8.0,02/06/2015,false
check google friendly,1,0,0.0,7.0,02/06/2015,false
redirect checker bulk,1,0,0.0,6.0,02/06/2015,false
mobile friendly test\,1,0,0.0,8.0,02/06/2015,false
mobilr friendly,1,0,0.0,6.0,02/06/2015,true
google mobile frinedly test,1,0,0.0,9.0,02/06/2015,false
test friendly mobile,1,0,0.0,8.0,02/06/2015,false
online redirect checker,1,0,0.0,25.0,02/06/2015,false
moble friendly,1,0,0.0,6.0,02/06/2015,false
mobile friendlt test,1,0,0.0,7.0,02/06/2015,false
gogole mobile friendly test,1,0,0.0,7.0,02/06/2015,false
google mobile firnedly,1,0,0.0,9.0,02/06/2015,false
status code checker,1,0,0.0,15.0,02/06/2015,false
mobile fiendly,1,0,0.0,6.0,02/06/2015,false
check if website mobile friendly,1,0,0.0,10.0,02/06/2015,true
moblie friendly test,1,0,0.0,9.0,02/06/2015,false
mobiel friendly,1,0,0.0,5.0,02/06/2015,false
google mobile frendly test,1,0,0.0,5.0,02/06/2015,false
check mobile site google,1,0,0.0,10.0,02/06/2015,false
google mobile friendly tests,1,0,0.0,9.0,02/06/2015,false
test website mobile friendly,1,0,0.0,8.0,02/06/2015,false
apa itu mobile friendly,1,0,0.0,18.0,02/06/2015,true
google mobilefriendly,1,0,0.0,9.0,02/06/2015,false
google's mobile friendly test tool,1,0,0.0,7.0,02/06/2015,true
google mobil friendly test,1,0,0.0,17.0,02/06/2015,false
mobile frienldy test,1,0,0.0,9.0,02/06/2015,false
googe mobile friendly test,1,0,0.0,5.0,02/06/2015,false
mobile_friendly,1,0,0.0,6.0,02/06/2015,true
google mobile friendly analyzer,1,0,0.0,2.0,02/06/2015,false
google frendly,1,0,0.0,8.0,02/06/2015,false
google check for mobile,1,0,0.0,4.0,02/06/2015,false
google mobile friendly site check,1,0,0.0,10.0,02/06/2015,false
mobile frienldy,1,0,0.0,10.0,02/06/2015,false
moble friendly test,1,0,0.0,10.0,02/06/2015,false
statuschecker,1,0,0.0,13.0,02/06/2015,true
